,0,1,2,3,4,5,6,7,8,Assign seriousness,Closed,Create SW anomaly,DUPLICATE,END,INVALID,RESOLVED,Require upgrade,Resolve SW anomaly,Resolve ticket,Schedule intervention,Take in charge ticket,VERIFIED,Wait
5120,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5121,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5122,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5123,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5124,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5125,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5126,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5127,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5128,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5129,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5130,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5131,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5132,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5133,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5134,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5135,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5136,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5137,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5138,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5139,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
5140,Assign seriousness,Wait,Resolve ticket,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
5141,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5142,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5143,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5144,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5145,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5146,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5147,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5148,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5149,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5150,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5151,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5152,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5153,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5154,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5155,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5156,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5157,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5158,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5159,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5160,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5161,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5162,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5163,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5164,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5165,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5166,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5167,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5168,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5169,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5170,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5171,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5172,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5173,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5174,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5175,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5176,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5177,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5178,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5179,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5180,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5181,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5182,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5183,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5184,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5185,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5186,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5187,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5188,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5189,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5190,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5191,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5192,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5193,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5194,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5195,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5196,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5197,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5198,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5199,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5200,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5201,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
5202,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5203,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5204,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
5205,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5206,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5207,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5208,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5209,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5210,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5211,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5212,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5213,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5214,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5215,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5216,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5217,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5218,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5219,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5220,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5221,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5222,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5223,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5224,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5225,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5226,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5227,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5228,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5229,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5230,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5231,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5232,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5233,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5234,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5235,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5236,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5237,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5238,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5239,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5240,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5241,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5242,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5243,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5244,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5245,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5246,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5247,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5248,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5249,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5250,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5251,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5252,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5253,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5254,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5255,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5256,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5257,Assign seriousness,Take in charge ticket,Wait,Require upgrade,,,,,,0,0,1,0,7,0,0,0,0,91,0,0,0,0
5258,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,,,,,0,86,0,0,14,0,0,0,0,0,0,0,0,0
5259,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,Closed,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5260,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5261,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5262,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5263,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5264,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5265,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5266,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5267,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5268,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5269,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5270,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5271,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5272,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5273,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5274,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5275,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5276,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5277,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5278,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5279,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5280,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5281,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5282,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5283,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5284,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5285,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5286,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5287,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5288,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5289,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Create SW anomaly,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,0
5290,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Create SW anomaly,Closed,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5291,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5292,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5293,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5294,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5295,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5296,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5297,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5298,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5299,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5300,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5301,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5302,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5303,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5304,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5305,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5306,Insert ticket,,,,,,,,,91,0,0,0,0,0,0,0,0,0,0,3,0,5
5307,Insert ticket,Wait,,,,,,,,0,0,0,0,94,0,0,0,0,3,0,2,0,0
5308,Take in charge ticket,,,,,,,,,0,0,0,0,0,0,0,0,0,70,0,0,0,30
5309,Take in charge ticket,Wait,,,,,,,,0,0,0,0,0,0,0,0,0,99,0,0,0,0
5310,Take in charge ticket,Wait,Resolve ticket,,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5311,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5312,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5313,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5314,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5315,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5316,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5317,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5318,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5319,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5320,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5321,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5322,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5323,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5324,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5325,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5326,Assign seriousness,Wait,,,,,,,,0,0,0,0,0,0,0,1,0,42,0,57,0,1
5327,Assign seriousness,Wait,Resolve ticket,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
5328,Assign seriousness,Wait,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5329,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5330,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5331,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5332,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5333,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5334,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5335,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5336,Assign seriousness,Take in charge ticket,Wait,,,,,,,0,0,0,0,0,0,0,1,0,99,0,0,0,0
5337,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5338,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5339,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5340,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5341,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5342,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5343,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5344,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5345,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5346,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5347,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5348,Assign seriousness,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,2,0,0
5349,Assign seriousness,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5350,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5351,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5352,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5353,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5354,Take in charge ticket,,,,,,,,,0,0,0,0,0,0,0,0,0,70,0,0,0,30
5355,Take in charge ticket,Resolve ticket,,,,,,,,0,98,0,0,0,0,0,0,0,0,0,0,0,2
5356,Take in charge ticket,Resolve ticket,Closed,,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
5357,Assign seriousness,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,91,0,2
5358,Assign seriousness,Take in charge ticket,,,,,,,,0,0,1,0,0,0,0,1,0,75,0,0,0,23
5359,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,0,99,0,0,0,0,0,0,0,0,0,0,0,1
5360,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,0,0,0,0,100,0,0,0,0,0,0,0,0,0
